indicatorId,geoUnit,year,value,qualifier,magnitude
CR.3,CHE,2017,92.78999999999999,,
CR.3,CHE,2018,92.60000000000001,,
CR.3,CHE,2019,92.97999999999999,,
CR.3,CHE,2020,93.12,,
CR.3,CHE,2021,92.69,,
CR.3,CYP,2006,81.5,,
CR.3,CYP,2007,84.98,,
CR.3,CYP,2008,86.04,,
CR.3,CYP,2009,87.5,,
CR.3,CYP,2010,85.08,,
CR.3,CYP,2011,86.85000000000001,,
CR.3,CYP,2012,87.57000000000001,,
CR.3,CYP,2013,89.75,,
CR.3,CYP,2014,93.39,,
CR.3,CYP,2015,94.85,,
CR.3,CYP,2016,91.93,,
CR.3,CYP,2017,90.84,,
CR.3,CYP,2018,92.93,,
CR.3,CYP,2019,93.13,,
CR.3,CYP,2020,87.64,,
CR.3,CYP,2021,88.66000000000001,,
CR.3,DEU,2006,76.77000000000001,,
CR.3,DEU,2007,76.67,,
CR.3,DEU,2008,78.56,,
CR.3,DEU,2009,75.94999999999999,,
CR.3,DEU,2010,79.56,,
CR.3,DEU,2011,80.24,,
CR.3,DEU,2012,77.60000000000001,,
CR.3,DEU,2013,78.97999999999999,,
CR.3,DEU,2014,79.28,,
CR.3,DEU,2015,78.75999999999999,,
CR.3,DEU,2016,79.77,,
CR.3,DEU,2017,79.97999999999999,,
CR.3,DEU,2018,78.95,,
CR.3,DEU,2019,79.69000000000001,,
CR.3,DEU,2020,81.28,,
CR.3,DEU,2021,78.36999999999999,,
CR.3,DNK,2006,80.54,,
CR.3,DNK,2007,72.61999999999999,,
CR.3,DNK,2008,70.77,,
CR.3,DNK,2009,74.13,,
CR.3,DNK,2010,70.96000000000001,,
CR.3,DNK,2011,71.72,,
CR.3,DNK,2012,74.18,,
CR.3,DNK,2013,73.59,,
CR.3,DNK,2014,75.16000000000001,,
CR.3,DNK,2015,75.77000000000001,,
CR.3,DNK,2016,76.48,,
CR.3,DNK,2017,76.36,,
CR.3,DNK,2018,76.64,,
CR.3,DNK,2019,78.13,,
CR.3,DNK,2020,77.72,,
CR.3,DNK,2021,77.9,,
CR.3,ESP,2006,61.27,,
CR.3,ESP,2007,63.1,,
CR.3,ESP,2008,60.52,,
CR.3,ESP,2009,57.22000000000001,,
CR.3,ESP,2010,59.96,,
CR.3,ESP,2011,61.59,,
CR.3,ESP,2012,64.21,,
CR.3,ESP,2013,63.53,,
CR.3,ESP,2014,68.74,,
CR.3,ESP,2015,68.72,,
CR.3,ESP,2016,70.83,,
CR.3,ESP,2017,73.29,,
CR.3,ESP,2018,71.82,,
CR.3,ESP,2019,75.14,,
CR.3,ESP,2020,77.64,,
CR.3,ESP,2021,75.62,,
CR.3,EST,2006,84.42,,
CR.3,EST,2007,82.78999999999999,,
CR.3,EST,2008,82.53,,
CR.3,EST,2009,85.72999999999999,,
CR.3,EST,2010,84.86,,
CR.3,EST,2011,83.36,,
CR.3,EST,2012,83.00999999999999,,
CR.3,EST,2013,84.46000000000001,,
CR.3,EST,2014,83.86,,
CR.3,EST,2015,80.12,,
CR.3,EST,2016,84.54,,
CR.3,EST,2017,83.03,,
CR.3,EST,2018,81.95,,
CR.3,EST,2019,82.78999999999999,,
CR.3,EST,2020,87.18,,
CR.3,EST,2021,85.77,,
CR.3,FIN,2006,86.28,,
CR.3,FIN,2007,88.34,,
CR.3,FIN,2008,88.88000000000001,,
CR.3,FIN,2009,88.19,,
CR.3,FIN,2010,85.85000000000001,,
CR.3,FIN,2011,86.00999999999999,,
CR.3,FIN,2012,89.19,,
CR.3,FIN,2013,85.76,,
CR.3,FIN,2014,90.07,,
CR.3,FIN,2015,88.9,,
CR.3,FIN,2016,90.12,,
CR.3,FIN,2017,87.71,,
CR.3,FIN,2018,89.92,,
CR.3,FIN,2019,88.28,,
CR.3,FIN,2020,88.52,,
CR.3,FIN,2021,90.22,,
CR.3,FRA,2006,81.47,,
CR.3,FRA,2007,82.47,,
CR.3,FRA,2008,82.58,,
CR.3,FRA,2009,83.65,,
CR.3,FRA,2010,82.02000000000001,,
CR.3,FRA,2011,83.43,,
CR.3,FRA,2012,83.45,,
CR.3,FRA,2013,87.85,,
CR.3,FRA,2014,86.97,,
CR.3,FRA,2015,86.66,,
CR.3,FRA,2016,88.05,,
CR.3,FRA,2017,86.71,,
CR.3,FRA,2018,87.92,,
CR.3,FRA,2019,87.91,,
CR.3,FRA,2020,88.06,,
CR.3,FRA,2021,91.44,,
CR.3,GBR,2006,77.44,,
CR.3,GBR,2007,76.21,,
CR.3,GBR,2008,76.16000000000001,,
CR.3,GBR,2009,77.16,,
CR.3,GBR,2010,77.13,,
CR.3,GBR,2011,79.25999999999999,,
CR.3,GBR,2012,81.42,,
CR.3,GBR,2013,80.81,,
CR.3,GBR,2014,82.55,,
CR.3,GBR,2015,84.26,,
CR.3,GBR,2016,82.97,,
CR.3,GBR,2017,83.3,,
CR.3,GBR,2018,82.74000000000001,,
CR.3,GBR,2019,84.47,,
CR.3,GRC,2006,83.05,,
CR.3,GRC,2007,84.63000000000001,,
CR.3,GRC,2008,84.24000000000001,,
CR.3,GRC,2009,84.44,,
CR.3,GRC,2010,85.68,,
CR.3,GRC,2011,85.64,,
CR.3,GRC,2012,85.82,,
CR.3,GRC,2013,86.87,,
CR.3,GRC,2014,89.67,,
CR.3,GRC,2015,90.62,,
CR.3,GRC,2016,91.89,,
CR.3,GRC,2017,92.92,,
CR.3,GRC,2018,94.03,,
CR.3,GRC,2019,94.71000000000001,,
CR.3,GRC,2020,95.14,,
CR.3,GRC,2021,93.06,,
CR.3,HRV,2006,94.45,,
CR.3,HRV,2007,95.41,,
CR.3,HRV,2008,94.66,,
CR.3,HRV,2009,93.42,,
CR.3,HRV,2010,94.17,,
CR.3,HRV,2011,95.85000000000001,,
CR.3,HRV,2012,94.25,,
CR.3,HRV,2013,94.97,,
CR.3,HRV,2014,96.5,,
CR.3,HRV,2015,96.17999999999999,,
CR.3,HRV,2016,96.16,,
CR.3,HRV,2017,96.74000000000001,,
CR.3,HRV,2018,95.95,,
CR.3,HRV,2019,96.95,,
CR.3,HRV,2020,97.33000000000001,,
CR.3,HRV,2021,97.45,,
CR.3,HUN,2006,83.91,,
CR.3,HUN,2007,85.50999999999999,,
CR.3,HUN,2008,85.17,,
CR.3,HUN,2009,85.9,,
CR.3,HUN,2010,85.94000000000001,,
CR.3,HUN,2011,84.75,,
CR.3,HUN,2012,84.65,,
CR.3,HUN,2013,85.85000000000001,,
CR.3,HUN,2014,86.89,,
CR.3,HUN,2015,86.21,,
CR.3,HUN,2016,84.5,,
CR.3,HUN,2017,84.53,,
CR.3,HUN,2018,85.72,,
CR.3,HUN,2019,87.12,,
CR.3,HUN,2020,86.45,,
CR.3,HUN,2021,84.25,,
CR.3,ITA,2006,76.88000000000001,,
CR.3,ITA,2007,77.64,,
CR.3,ITA,2008,77.85,,
CR.3,ITA,2009,77.86999999999999,,
CR.3,ITA,2010,78.03,,
CR.3,ITA,2011,78.96,,
CR.3,ITA,2012,79.27,,
CR.3,ITA,2013,79.69000000000001,,
CR.3,ITA,2014,81.13,,
CR.3,ITA,2015,81.25,,
CR.3,ITA,2016,81.98,,
CR.3,ITA,2017,83.07,,
CR.3,ITA,2018,82.59,,
CR.3,ITA,2019,83.43,,
CR.3,ITA,2020,84.61,,
CR.3,ITA,2021,84.61999999999999,,
CR.3,LTU,2006,87.94,,
CR.3,LTU,2007,90.16,,
CR.3,LTU,2008,89.63,,
CR.3,LTU,2009,88.24,,
CR.3,LTU,2010,88.44999999999999,,
CR.3,LTU,2011,87.92999999999999,,
CR.3,LTU,2012,91.01,,
CR.3,LTU,2013,92.14,,
CR.3,LTU,2014,92.36999999999999,,
CR.3,LTU,2015,91.33,,
CR.3,LTU,2016,94.28,,
CR.3,LTU,2017,92.15,,
CR.3,LTU,2018,94.75,,
CR.3,LTU,2019,94.94,,
CR.3,LTU,2020,90.85,,
CR.3,LTU,2021,91.35,,
CR.3,LUX,2006,73.29,,
CR.3,LUX,2007,74.65,,
CR.3,LUX,2008,77.60000000000001,,
CR.3,LUX,2009,81.95,,
CR.3,LUX,2010,76.66,,
CR.3,LUX,2011,76.5,,
CR.3,LUX,2012,73.88,,
CR.3,LUX,2013,79.9,,
CR.3,LUX,2014,79.4,,
CR.3,LUX,2015,71.28999999999999,,
CR.3,LUX,2016,78.97999999999999,,
CR.3,LUX,2017,78.03999999999999,,
CR.3,LUX,2018,79.74,,
CR.3,LUX,2019,79.11,,
CR.3,LUX,2020,78.55,,
CR.3,LUX,2021,78.79,,
CR.3,LVA,2006,81.41000000000001,,
CR.3,LVA,2007,80.12,,
CR.3,LVA,2008,80.99,,
CR.3,LVA,2009,81.91000000000001,,
CR.3,LVA,2010,81.92,,
CR.3,LVA,2011,81.89,,
CR.3,LVA,2012,85.75,,
CR.3,LVA,2013,88.75,,
CR.3,LVA,2014,88.53,,
CR.3,LVA,2015,86.3,,
CR.3,LVA,2016,85,,
CR.3,LVA,2017,86.74,,
CR.3,LVA,2018,90.3,,
CR.3,LVA,2019,86.26,,
CR.3,LVA,2020,91.03,,
CR.3,LVA,2021,90.7,,
CR.3,MDA,2000,37.95,,
CR.3,MDA,2005,56.88750839233398,,
CR.3,MDA,2012,64.5971908569336,,
CR.3,MKD,2005,58.42,,
CR.3,MKD,2011,74.43607330322266,,
CR.3,MKD,2018,83.01274871826172,,
CR.3,MNE,2005,69.47,,
CR.3,MNE,2013,83.99846649169922,,
CR.3,MNE,2018,86.24507904052734,,
CR.3,NOR,2006,72.32,,
CR.3,NOR,2007,71.59,,
CR.3,NOR,2008,71.76,,
CR.3,NOR,2009,69.84,,
CR.3,NOR,2010,72.84,,
CR.3,NOR,2011,74.74,,
CR.3,NOR,2012,71.16,,
CR.3,NOR,2013,77.41,,
CR.3,NOR,2014,79.19,,
CR.3,NOR,2015,79.27,,
CR.3,NOR,2016,77.88000000000001,,
CR.3,NOR,2017,81.02000000000001,,
CR.3,NOR,2018,81.13,,
CR.3,NOR,2019,82.34,,
CR.3,NOR,2020,81.69,,
CR.3,NOR,2021,81.35,,
CR.3,POL,2006,93.55,,
CR.3,POL,2007,93.13,,
CR.3,POL,2008,92.75,,
CR.3,POL,2009,92.36,,
CR.3,POL,2010,92.32000000000001,,
CR.3,POL,2011,91.36999999999999,,
CR.3,POL,2012,91.13,,
CR.3,POL,2013,91.41,,
CR.3,POL,2014,92,,
CR.3,POL,2015,92.72,,
CR.3,POL,2016,92.43,,
CR.3,POL,2017,92.43,,
CR.3,POL,2018,92.72,,
CR.3,POL,2019,92.78999999999999,,
CR.3,POL,2020,92.36,,
CR.3,POL,2021,93.95,,
CR.3,PRT,2006,48.39,,
CR.3,PRT,2007,52.12,,
CR.3,PRT,2008,53.6,,
CR.3,PRT,2009,54.77999999999999,,
CR.3,PRT,2010,59.05,,
CR.3,PRT,2011,64.49000000000001,,
CR.3,PRT,2012,67.95,,
CR.3,PRT,2013,69.47,,
CR.3,PRT,2014,71.09,,
CR.3,PRT,2015,76.11,,
CR.3,PRT,2016,76.95,,
CR.3,PRT,2017,77.68,,
CR.3,PRT,2018,80.51,,
CR.3,PRT,2019,82.26,,
CR.3,PRT,2020,84.78999999999999,,
CR.3,PRT,2021,89.87,,
CR.3,ROU,2006,78.43,,
CR.3,ROU,2007,78.85,,
CR.3,ROU,2008,79.41,,
CR.3,ROU,2009,78.95,,
CR.3,ROU,2010,79.58,,
CR.3,ROU,2011,80.97999999999999,,
CR.3,ROU,2012,80.75,,
CR.3,ROU,2013,81.24,,
CR.3,ROU,2014,80.93,,
CR.3,ROU,2015,80.25,,
CR.3,ROU,2016,81.47,,
CR.3,ROU,2017,80.96,,
CR.3,ROU,2018,83.5,,
CR.3,ROU,2019,84.64,,
CR.3,ROU,2020,84.45,,
CR.3,ROU,2021,83.83,,
CR.3,RUS,2013,87.07000000000001,,
CR.3,RUS,2018,91.34,,
CR.3,RUS,2019,91.34,,
CR.3,RUS,2020,91.19,,
CR.3,RUS,2021,90.08,,
CR.3,RUS,2022,90.06,,
CR.3,SRB,2005,64.34,,
CR.3,SRB,2011,68.65601348876953,,
CR.3,SRB,2014,75.83912658691406,,
CR.3,SRB,2019,83.37580871582031,,
CR.3,SVN,2006,90.05,,
CR.3,SVN,2007,91.67,,
CR.3,SVN,2008,92.5,,
CR.3,SVN,2009,90.64,,
CR.3,SVN,2010,90.96,,
CR.3,SVN,2011,90.36,,
CR.3,SVN,2012,91.59,,
CR.3,SVN,2013,91.91,,
CR.3,SVN,2014,90.92,,
CR.3,SVN,2015,90.82000000000001,,
CR.3,SVN,2016,91.96,,
CR.3,SVN,2017,91.12,,
CR.3,SVN,2018,92.06,,
CR.3,SVN,2019,92.95,,
CR.3,SVN,2020,94.69,,
CR.3,SVN,2021,95.21,,
CR.3,SWE,2006,87.24,,
CR.3,SWE,2007,87.08,,
CR.3,SWE,2008,87.3,,
CR.3,SWE,2009,88.22,,
CR.3,SWE,2010,87.36,,
CR.3,SWE,2011,87.82,,
CR.3,SWE,2012,87.06,,
CR.3,SWE,2013,87.19,,
CR.3,SWE,2014,87.83999999999999,,
CR.3,SWE,2015,88.49000000000001,,
CR.3,SWE,2016,88.12,,
CR.3,SWE,2017,86.32,,
CR.3,SWE,2018,85.65,,
CR.3,SWE,2019,85.18,,
CR.3,SWE,2020,83.56,,
CR.3,SWE,2021,81.45,,
CR.3,UKR,2005,91.69,,
CR.3,UKR,2007,90.21549987792969,,
CR.3,UKR,2013,95.28717041015625,,
CR.3,UKR,2019,98.71359252929688,,
