Country Name,year,Country Code,Access to electricity (% of population),"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),"Birth rate, crude (per 1,000 people)",Cereal production (metric tons),Cereal yield (kg per hectare),CPIA gender equality rating (1=low to 6=high),Crop production index (2004-2006 = 100),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2004-2006 = 100),Forest area (% of land area),Forest area (sq. km),GDP per capita (current US$),Land area (sq. km),Land under cereal production (hectares),"Literacy rate, adult total (% of people ages 15 and above)",Livestock production index (2004-2006 = 100),Mineral rents (% of GDP),"Mortality rate, infant (per 1,000 live births)",Net migration,Permanent cropland (% of land area),"Population, total",Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
Afghanistan,1970,AFG,23.0,8.020723615,,58.21462488,380060.0,550.0,0.698856417,77.07323326,7863.011258,85.98793425,2615.973347,35.82400387,1.46033227,38.62789186,1566430378.0,,12.05465184,0.704336151,7870000.0,327.0,51.502,3512000.0,1105.1,,77.18,26.88,63.78099823,76.78199768,61.47100067,,,66.72,2.067824648,13500.0,156.5189394,652860.0,3178000.0,,59.48,0.0,200.9,-20000.0,0.208314187,11173642.0,,,,9872695.0,88.357,2.120971106,,652860.0
Afghanistan,1971,AFG,23.0,8.020723615,,58.26057654,380360.0,600.0,0.759493671,76.64942426,7819.391016,85.38868253,2566.901804,45.65635022,0.982216089,38.62789186,1566430378.0,,12.1006035,0.688426462,7900000.0,327.0,51.411,3319000.0,976.2,,69.44,26.334,63.78099823,76.78199768,61.47100067,,,61.91,2.067824648,13500.0,159.5675785,652860.0,3400000.0,,57.6,0.0,197.1,,0.208314187,11475445.0,,,,10095982.0,87.979,2.236465709,,652860.0
Afghanistan,1972,AFG,23.0,8.020723615,,58.27589376,380460.0,600.0,0.758533502,72.75750829,6672.292779,82.26119116,2081.338109,33.93794176,1.763666704,38.62789186,1566430378.0,,12.11592072,0.670838417,7910000.0,327.0,51.303,3950000.0,1006.9,,81.83,25.781,63.78099823,76.78199768,61.47100067,,,67.2,2.067824648,13500.0,135.3173083,652860.0,3923100.0,,53.05,0.0,193.4,-20000.0,0.208314187,11791215.0,,,,10327925.0,87.59,2.271386879,,652860.0
Afghanistan,1973,AFG,23.0,8.020723615,,58.2789572,380480.0,585.0,0.739570164,74.01685096,6960.204187,82.79045706,2214.151378,26.89305439,3.473725427,38.62789186,1566430378.0,,12.11592072,0.653235128,7910000.0,327.0,51.184,4270000.0,1279.6,,88.97,25.222,63.78099823,76.78199768,61.47100067,,,72.46,2.067824648,13500.0,143.1446495,652860.0,3337000.0,,58.33,0.0,189.4,-246791.8,0.211377631,12108963.0,,,,10557926.0,87.191,2.202546577,,652860.0
Afghanistan,1974,AFG,23.0,8.020723615,,58.2789572,380480.0,570.0,0.720606827,73.86947918,7378.031872,82.51576111,2423.750469,31.47572668,3.11281987,38.62789186,1566430378.0,,12.11592072,0.637237724,7910000.0,327.0,51.058,4351000.0,1301.9,,92.54,24.658,63.78099823,76.78199768,61.47100067,,,74.88,2.067824648,13500.0,173.6537646,652860.0,3342000.0,,60.87,0.0,185.5,-473583.6,0.211377631,12412950.0,,,,10772082.0,86.781,2.008092977,,652860.0
Afghanistan,1975,AFG,23.0,8.020723615,,58.2789572,380480.0,550.0,0.695322377,74.79648462,7836.128508,83.34999066,2628.627826,33.67265309,1.545044416,38.62789186,1566430378.0,,12.11592072,0.623366716,7910000.0,327.0,50.93,4481000.0,1316.4,,95.24,24.087,63.78099823,76.78199768,61.47100067,,,77.06,2.067824648,13500.0,186.5108971,652860.0,3404000.0,,63.25,0.0,181.5,-700375.3999999999,0.211377631,12689160.0,,,,10958232.0,86.359,1.713316739,,652860.0
Afghanistan,1976,AFG,23.0,8.020723615,,58.2789572,380480.0,530.0,0.670037927,75.49684918,7954.046042,82.88639492,2706.765465,39.39018431,1.752993731,38.62789186,1566430378.0,,12.11592072,0.611136766,7910000.0,327.0,50.803,4624000.0,1362.4,,100.35,23.508,63.78099823,76.78199768,61.47100067,,,82.47,2.067824648,13500.0,197.4455076,652860.0,3394000.0,,68.93,0.0,177.6,,0.211377631,12943093.0,,,,11121482.0,85.926,1.478759868,,652860.0
Afghanistan,1977,AFG,23.0,8.020723615,,58.28202065,380500.0,515.0,0.651074589,74.42066872,7781.350701,81.96774426,2679.509986,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.600547888,7910000.0,327.0,50.678,4147000.0,1224.0,,84.11,22.92,63.78099823,76.78199768,61.47100067,,,73.71,2.067824648,13500.0,224.2247973,652860.0,3388000.0,,68.44,0.0,173.5,-1153959.0,0.214441075,13171306.0,,,,11259228.0,85.483,1.230950576,,652860.0
Afghanistan,1978,AFG,23.0,8.020723615,,58.28202065,380500.0,495.0,0.625790139,74.36700657,7719.369649,80.89869859,2647.748068,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.592900278,7910000.0,327.0,50.555,4382000.0,1291.9,,93.76,22.324,63.78099823,76.78199768,61.47100067,,,79.71,2.067824648,13500.0,247.3541063,652860.0,3392000.0,,69.24,0.0,169.4,-1592186.2,0.214441075,13341198.0,,,,11343620.0,85.027,0.746741226,,652860.0
Afghanistan,1979,AFG,23.0,8.020723615,,58.28048893,380490.0,450.0,0.568900126,74.11123597,7541.707595,80.14178408,2576.193713,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.589811869,7910000.0,327.0,50.436,4214000.0,1323.7,,90.68,21.72,63.78099823,76.78199768,61.47100067,,,78.74,2.067824648,13500.0,275.7381976,652860.0,3183500.0,18.15768051,69.8,0.0,165.3,-2030413.4,0.212909353,13411056.0,,,,11340121.0,84.558,-0.030850291,,652860.0
Afghanistan,1980,AFG,23.0,8.020723615,,58.28048893,380490.0,400.0,0.505689001,71.80096758,7450.499202,79.99198077,2619.758168,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.592220528,7910000.0,327.0,50.321,4072000.0,1349.0,,88.5,21.109,63.78099823,76.78199768,61.47100067,,,78.64,2.067824648,13500.0,272.6552857,652860.0,3018500.0,,70.84,0.0,161.0,-2468640.6,0.212909353,13356511.0,,,,11220137.0,84.005,-1.063685808,,652860.0
Afghanistan,1981,AFG,23.0,8.020723615,,58.28661581,380530.0,350.0,0.442477876,71.74905335,7393.596449,79.32177526,2583.276221,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.600531155,7910000.0,327.0,50.21,3893000.0,1338.3,,86.07,20.49,63.78099823,76.78199768,61.47100067,,,78.45,2.067824648,13500.0,264.1113175,652860.0,2909000.0,,72.86,0.0,156.8,,0.219036241,13171673.0,,,,10990181.0,83.438,-2.070787256,,652860.0
Afghanistan,1982,AFG,23.0,8.020723615,,58.28814754,380540.0,300.0,0.379266751,71.41615633,7327.154807,79.52052864,2645.904839,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.614009921,7910000.0,327.0,50.098,3724000.0,1330.2,,83.54,19.865,63.78099823,76.78199768,61.47100067,,,77.6,2.067824648,13500.0,260.0787124285714,652860.0,2799500.0,,73.31,0.0,152.5,-3345095.0,0.220567963,12882528.0,,,,10673561.0,82.853,-2.923248871,,652860.0
Afghanistan,1983,AFG,23.0,8.020723615,,58.28814754,380540.0,250.0,0.316055626,69.56228399,6857.477781,78.26642621,2495.650226,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.630895704,7910000.0,327.0,49.984,3591000.0,1355.6,,81.27,19.24,63.78099823,76.78199768,61.47100067,,,75.83,2.067824648,13500.0,256.04610735714283,652860.0,2649000.0,,71.89,0.0,148.4,-2981146.2,0.220567963,12537730.0,,,,10312659.0,82.253,-3.439757937,,652860.0
Afghanistan,1984,AFG,23.0,8.020723615,,58.28814754,380540.0,200.0,0.252844501,65.94172061,5970.792005,77.60837262,2376.486412,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.648132641,7910000.0,327.0,49.865,3418000.0,1334.1,,79.53,18.618,63.78099823,76.78199768,61.47100067,,,72.97,2.067824648,13500.0,252.01350228571428,652860.0,2562000.0,,68.09,0.0,144.3,-2617197.4,0.220567963,12204292.0,,,,9962974.0,81.635,-3.449654832,,652860.0
Afghanistan,1985,AFG,23.0,8.020723615,,58.28814754,380540.0,150.0,0.189633375,63.81921502,5302.5535,76.16075174,2180.129622,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.662578504,7910000.0,327.0,49.735,3242000.0,1331.7,,76.18,18.005,63.78099823,76.78199768,61.47100067,,,68.18,2.067824648,13500.0,,652860.0,2434500.0,,61.16,,140.3,-2253248.6,0.220567963,11938208.0,,,,9670307.0,81.003,-2.981556477,,652860.0
Afghanistan,1986,AFG,23.0,8.020723615,,58.28814754,380540.0,150.0,0.189633375,59.26647951,4394.662796,72.93818974,1835.783048,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.673984267,7910000.0,327.0,49.586,3084000.0,1314.0,,72.8,17.406,63.78099823,76.78199768,61.47100067,,,62.19,2.067824648,13500.0,,652860.0,2347000.0,,51.88,,136.2,,0.220567963,11736179.0,,,,9430372.0,80.353,-2.51245122,,652860.0
Afghanistan,1987,AFG,23.0,8.020723615,,58.27436204,380450.0,120.0,0.1517067,63.60143663,4760.688375,73.93838925,1979.410016,36.83645012,1.311936217,38.62789186,1566430378.0,99.0,12.11592072,0.681630128,7910000.0,327.0,49.418,3394000.0,1359.8,,73.32,16.826,63.78099823,76.78199768,61.47100067,,,64.5,2.067824648,13500.0,,652860.0,2496000.0,,55.41,,132.2,-1525351.0,0.206782465,11604534.0,,,,9247189.0,79.686,-1.961593099,,652860.0
Afghanistan,1988,AFG,23.0,8.020723615,,58.26670343,380400.0,120.0,0.1517067,63.81289212,5054.153351,74.18973102,2056.572581,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.680839783,7910000.0,327.0,49.236,2997000.0,1285.7,,69.79,16.268,63.78099823,76.78199768,61.47100067,,,63.55,2.067824648,13500.0,,652860.0,2331000.0,,57.94,,128.2,-605004.2,0.199123855,11618005.0,,,,9178456.0,79.002,-0.746061468,,652860.0
Afghanistan,1989,AFG,23.0,8.020723615,,58.26670343,380400.0,120.0,0.1517067,66.47513563,4962.395465,73.87512892,2047.306619,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.666448898,7910000.0,327.0,49.048,2834000.0,1237.6,,66.86,15.738,63.78099823,76.78199768,61.47100067,,,63.18,2.067824648,13500.0,,652860.0,2290000.0,,60.21,,124.2,315342.6000000001,0.199123855,11868877.0,,,,9365968.0,78.912,2.022369538,,652860.0
Afghanistan,1990,AFG,23.0,8.020723615,,58.26670343,380400.0,120.0,0.1517067,65.92269564,5028.306348,73.07531288,2008.253191,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.637270683,7910000.0,327.0,48.88,2705000.0,1200.6,,66.64,15.241,63.78099823,76.78199768,61.47100067,,,68.12,2.067824648,13500.0,,652860.0,2253000.0,,70.69,,120.4,1235689.4000000004,0.199123855,12412308.0,,,,9783754.0,78.823,4.364056084,,652860.0
Afghanistan,1991,AFG,23.0,8.020723615,,58.25138621,380300.0,120.0,0.1517067,65.0405635,5009.476233,72.83540683,2007.266461,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.594780802,7910000.0,327.0,48.763,2721302.0,1160.4,,77.29,14.783,63.78099823,76.78199768,61.47100067,,,74.24,2.067824648,13500.0,,652860.0,2345071.0,,72.21,,116.8,,0.183806635,13299017.0,,,,10470848.0,78.734,6.787175994,,652860.0
Afghanistan,1992,AFG,23.0,8.020723615,,58.25138621,380300.0,110.0,0.139064475,68.35616838,5048.465323,72.35472198,1967.334369,36.83645012,1.311936217,38.62789186,1566430378.0,,12.11592072,0.546061571,7910000.0,327.0,48.709,2470000.0,1097.8,,72.81,14.362,63.95999908,76.95400238,61.66600037,,,71.75,2.067824648,13500.0,,652860.0,2250000.0,,71.79,,113.3,3076383.0,0.183806635,14485546.0,,,,11392158.0,78.645,8.433020904,,652860.0
Afghanistan,1993,AFG,23.0,8.020723615,,58.1043409,379340.0,110.0,0.140593047,68.29354424,5104.867309,72.39980257,2003.049717,36.83645012,1.311936217,38.62789186,1566430378.0,,11.98419263,0.494670063,7824000.0,327.0,48.717,2981774.0,1132.9,,77.56,13.974,64.72799683,77.65799713,62.46099854,,,76.25,2.067824648,13500.0,,652860.0,2631882.0,,76.43,,109.9,2287598.4,0.168489416,15816603.0,,,,12424891.0,78.556,8.677657535,,652860.0
Afghanistan,1994,AFG,23.0,8.020723615,,57.91900254,378130.0,110.0,0.142801506,68.85243874,5278.868282,69.7896099,1810.640622,36.83645012,1.311936217,38.62789186,1566430378.0,,11.79885427,0.451108172,7703000.0,327.0,48.77,3144000.0,1140.4,,79.99,13.616,65.54199982,78.37799835,63.30899811,,,81.33,2.067824648,13500.0,,652860.0,2757000.0,,84.36,,106.7,1498813.8,0.168489416,17075727.0,,,,13398640.0,78.466,7.545140996,,652860.0
Afghanistan,1995,AFG,23.0,8.020723615,,57.82709922,377530.0,110.0,0.143734483,69.53164547,5483.154311,69.8425962,1910.294462,36.83645012,1.311936217,38.62789186,1566430378.0,,11.72226817,0.422568878,7653000.0,327.0,48.835,3242179.0,1214.5,,81.43,13.282,64.55799866,77.82900238,62.25600052,,,85.33,2.067824648,13500.0,,652860.0,2669450.0,,91.21,,103.7,710029.2000000002,0.153172196,18110657.0,,,,14194409.0,78.376,5.769494541,,652860.0
Afghanistan,1996,AFG,23.0,8.020723615,,57.8255675,377520.0,110.0,0.14384726,71.75266178,6179.109624,70.9068257,2090.905298,36.83645012,1.311936217,38.62789186,1566430378.0,,11.71307784,0.405602437,7647000.0,327.0,48.87,3241915.0,1204.4,,82.57,12.964,64.88400269,78.26300049,62.58100128,,,90.71,2.067824648,13500.0,,652860.0,2691670.0,,100.89,,100.8,,0.160830806,18853437.0,,,,14759602.0,78.286,3.904569936,,652860.0
Afghanistan,1997,AFG,23.0,8.020723615,,57.88377294,377900.0,110.0,0.143135979,73.12570009,6737.509503,72.15472804,2293.074371,36.83645012,1.311936217,38.62789186,1566430378.0,,11.77128328,0.397011416,7685000.0,327.0,48.833,3682723.0,1348.8,,86.38,12.655,65.12999725,78.62799835,62.83300018,,,97.24,2.067824648,13500.0,,652860.0,2730401.0,,110.19,,98.1,-867540.0,0.160830806,19357126.0,,,,15136305.0,78.195,2.52023087,,652860.0
Afghanistan,1998,AFG,23.0,8.020723615,,58.00171553,378670.0,110.0,0.1418074,73.88122702,7166.604619,74.90564009,2496.601988,36.83645012,1.311936217,38.62789186,1566430378.0,,11.88156726,0.393002957,7757000.0,327.0,48.688,3875506.0,1388.0,,90.73,12.348,65.30699921,78.9489975,62.9980011,,,103.45,2.067824648,13500.0,,652860.0,2792105.0,,117.91,,95.3,-545193.4,0.168489416,19737765.0,,,,15416181.0,78.105,1.832150935,,652860.0
Afghanistan,1999,AFG,23.0,8.020723615,,57.82709922,377530.0,110.0,0.143734483,74.66587261,7694.990166,75.93980809,2734.256076,36.83645012,1.311936217,38.62789186,1566430378.0,,11.72226817,0.379409012,7653000.0,327.0,48.419,3256396.0,1285.7,,84.21,12.037,65.53500366,79.33699799,63.20500183,,,102.3,2.067824648,13500.0,,652860.0,2532871.0,,123.59,,92.7,-222846.80000000005,0.153172196,20170844.0,,,,15736082.0,78.014,2.053861996,,652860.0
Afghanistan,2000,AFG,23.0,8.020723615,,57.82709922,377530.0,110.0,0.14317324,71.20957547,6682.434739,72.38037827,2400.543017,36.83645012,1.311936217,38.62789186,1566430378.0,98.62,11.76821983,0.369731346,7683000.0,327.0,48.021,1940000.0,806.3,,70.15,11.718,65.89700317,79.8690033,63.54399872,,,86.04,2.067824648,13500.0,,652860.0,2406000.0,,104.47,,90.2,99499.79999999993,0.107220537,20779953.0,,,,16192155.0,77.922,2.857057363,,652860.0
Afghanistan,2001,AFG,23.0,8.020723615,5.668423701,57.82709922,377530.0,110.0,0.14317324,67.47255477,5847.50896,72.53777946,2218.853784,36.83645012,1.311936217,38.62789186,1566430378.0,,11.76821983,0.355579408,7683000.0,327.0,47.505,2108000.0,1006.7,,72.45,11.387,66.40399933,80.65200043,63.98300171,,,77.42,2.067824648,13500.0,,652860.0,2094000.0,,83.38,,87.6,,0.107220537,21606988.0,,,,16816935.0,77.831,3.785954871,,652860.0
Afghanistan,2002,AFG,23.0,8.020723615,4.622149233,57.82709922,377530.0,110.0,0.14317324,69.32334352,6883.412869,73.27411602,2472.752284,36.83645012,1.311936217,38.62789186,1566430378.0,,11.76056122,0.339722939,7678000.0,327.0,46.901,3737000.0,1669.8,,87.82,11.048,64.31800079,79.29799652,61.75500107,111.6041684,3.40336025,95.55,2.067824648,13500.0,179.426611,652860.0,2238000.0,,103.58,0.0,84.9,744193.0,0.114879147,22600770.0,,,,17569613.0,77.739,4.378446138,,652860.0
Afghanistan,2003,AFG,23.0,8.020723615,7.259298338,58.06757957,379100.0,110.0,0.14317324,68.61306088,7101.863479,72.32078552,2413.408255,36.83645012,1.311936217,37.41885544,1689670423.0,,11.90454309,0.328197388,7772000.0,327.0,46.231,4381000.0,1458.0,,97.29,10.704,63.64799881,78.97200012,60.98899841,157.0652845,3.275090067,98.77,2.067824648,13500.0,190.6838143,652860.0,3004700.0,,97.99,0.0,82.3,386082.2,0.211377631,23680871.0,,,,18387486.0,77.647,4.549944877,,652860.0
Afghanistan,2004,AFG,23.0,8.020723615,5.502360792,58.06911129,379110.0,,,67.20927815,7071.356991,71.9694399,2412.682632,36.83645012,1.311936217,29.72106714,1553454439.0,,11.97193885,0.316095761,7816000.0,327.0,45.507,3560000.0,1334.8,,87.09,10.356,63.29800034,79.27100372,60.49599838,182.1872752,4.535568066,96.05,2.067824648,13500.0,211.3821169,652860.0,2667000.0,,105.03,0.0,79.6,27971.400000000023,0.145513586,24726684.0,,,,19163180.0,77.5,4.1320405,,652860.0
Afghanistan,2005,AFG,23.0,8.020723615,5.840147718,58.06757957,379100.0,,,66.08909715,7070.674237,71.98337664,2455.882775,36.83645012,1.311936217,31.11485491,1931964163.0,,11.95508991,0.304237769,7805000.0,327.0,44.723,5425000.0,1790.4,,109.23,10.003,62.24499893,78.49099731,59.36199951,211.7330945,4.240358744,106.32,2.067824648,13500.0,242.0312849,652860.0,3030000.0,,103.31,0.0,77.0,-330139.3999999999,0.160830806,25654277.0,,,,19829986.0,77.297,3.420450699,,652860.0
Afghanistan,2006,AFG,28.56097412,13.16844574,6.085465576,58.06757957,379100.0,,,64.89608213,7054.139231,71.67053746,2455.518618,36.83645012,1.311936217,28.63596858,1996295153.0,,11.93824097,0.294858153,7794000.0,327.0,43.87,4638000.0,1551.7,2.0,103.68,9.645,61.45399857,78.00499725,58.53900146,278.0222273,6.290993072,97.63,2.067824648,13500.0,263.7336917,652860.0,2989000.0,,91.66,0.0,74.3,,0.177679748,26433049.0,,,,20378030.0,77.093,2.72621232,,652860.0
Afghanistan,2007,AFG,34.25324631,19.8682662,5.940385123,58.06757957,379100.0,,,63.75874898,7045.150486,71.50359992,2481.430185,36.83645012,1.311936217,30.10501136,2934600240.0,,11.93824097,0.287595788,7794000.0,327.0,42.944,5786000.0,1915.3,2.0,121.25,9.287,60.18399811,76.64800262,57.33200073,166.1756908,3.618809341,108.92,2.067824648,13500.0,359.6932375,652860.0,3021000.0,,94.8,0.0,71.7,-1046361.0,0.177679748,27100536.0,,,,20836789.0,76.887,2.226276659,,652860.0
Afghanistan,2008,AFG,42.4,27.95425074,5.77947771,58.06757957,379100.0,,,62.65144278,7032.248544,71.25005318,2491.781085,5.033139549,0.002370971,24.89227001,2516415785.0,,11.93824097,0.281145747,7794000.0,327.0,41.949,3950000.0,1455.4,2.0,102.9,8.932,59.29399872,76.15399933,56.37200165,151.9772905,2.988067744,100.53,2.067824648,13500.0,364.6607448,652860.0,2714000.0,,98.86,0.0,69.0,-732735.0,0.177679748,27722276.0,,,,21257441.0,76.68,1.998687246,,652860.0
Afghanistan,2009,AFG,45.67055511,33.3787377,4.843049327,58.06757957,379100.0,,,62.65144278,7032.248544,71.25005318,2491.781085,7.559673049,0.002370971,29.29750105,3644341668.0,,11.93670925,0.274451535,7793000.0,327.0,40.903,6514000.0,2040.7,2.0,130.8,8.584,56.95100021,74.4260025,53.94200134,258.9739821,4.521493648,116.85,2.067824648,13500.0,438.0760344,652860.0,3192000.0,,101.92,0.0,66.5,-419109.0,0.17921147,28394813.0,,,,21714081.0,76.472,2.125394533,,652860.0
