indicatorId,geoUnit,year,value,qualifier,magnitude
CR.1,DEU,2007,97.64,,
CR.1,DEU,2011,98.115,,
CR.1,DEU,2012,98.285,,
CR.1,DEU,2013,98.45,,
CR.1,DNK,2006,99.655,,
CR.1,DNK,2007,99.945,,
CR.1,DNK,2008,99.955,,
CR.1,DNK,2009,100,,
CR.1,DNK,2010,100,,
CR.1,DNK,2011,100,,
CR.1,DNK,2012,99.985,,
CR.1,DNK,2013,99.935,,
CR.1,DNK,2014,99.2,,
CR.1,DNK,2015,99.295,,
CR.1,DNK,2016,99.485,,
CR.1,DNK,2017,99.535,,
CR.1,DNK,2018,99.505,,
CR.1,DNK,2019,99.395,,
CR.1,DNK,2020,99.385,,
CR.1,DNK,2021,99.42,,
CR.1,ESP,2015,97.52499999999999,,
CR.1,ESP,2017,98.265,,
CR.1,ESP,2018,97.875,,
CR.1,ESP,2019,97.965,,
CR.1,ESP,2020,98.42,,
CR.1,ESP,2021,98.615,,
CR.1,EST,2006,98.335,,
CR.1,EST,2007,98.485,,
CR.1,EST,2008,98.22999999999999,,
CR.1,EST,2009,98.375,,
CR.1,EST,2010,98.74000000000001,,
CR.1,EST,2011,98.965,,
CR.1,EST,2012,99.55000000000001,,
CR.1,EST,2013,99.095,,
CR.1,EST,2014,99.565,,
CR.1,EST,2015,99.41,,
CR.1,EST,2016,99.47500000000001,,
CR.1,EST,2017,99.535,,
CR.1,EST,2018,99.45,,
CR.1,EST,2019,99.515,,
CR.1,EST,2020,99.24,,
CR.1,EST,2021,99.74499999999999,,
CR.1,FIN,2006,99.785,,
CR.1,FIN,2007,99.65,,
CR.1,FIN,2008,99.855,,
CR.1,FIN,2009,99.795,,
CR.1,FIN,2010,99.72,,
CR.1,FIN,2011,99.835,,
CR.1,FIN,2012,99.83,,
CR.1,FIN,2013,99.855,,
CR.1,FIN,2014,99.845,,
CR.1,FIN,2015,99.285,,
CR.1,FIN,2016,99.705,,
CR.1,FIN,2017,99.645,,
CR.1,FIN,2018,99.735,,
CR.1,FIN,2019,99.65,,
CR.1,FIN,2020,99.53999999999999,,
CR.1,FIN,2021,99.77000000000001,,
CR.1,FRA,2006,99.335,,
CR.1,FRA,2007,99.25500000000001,,
CR.1,FRA,2008,99.265,,
CR.1,FRA,2009,99.165,,
CR.1,FRA,2010,99.265,,
CR.1,FRA,2011,98.995,,
CR.1,FRA,2012,99.27,,
CR.1,FRA,2013,99.41499999999999,,
CR.1,FRA,2014,99.235,,
CR.1,FRA,2015,99.465,,
CR.1,FRA,2016,99.345,,
CR.1,FRA,2017,99.18,,
CR.1,FRA,2018,99.41,,
CR.1,FRA,2019,99.395,,
CR.1,FRA,2020,99.075,,
CR.1,FRA,2021,99.13499999999999,,
CR.1,GBR,2006,99.63499999999999,,
CR.1,GBR,2007,99.27,,
CR.1,GBR,2008,99.535,,
CR.1,GBR,2009,99.44,,
CR.1,GBR,2010,99.605,,
CR.1,GBR,2011,99.63499999999999,,
CR.1,GBR,2012,99.78,,
CR.1,GBR,2013,99.7,,
CR.1,GBR,2014,99.96000000000001,,
CR.1,GBR,2015,99.97500000000001,,
CR.1,GBR,2016,99.855,,
CR.1,GBR,2017,99.705,,
CR.1,GBR,2018,99.795,,
CR.1,GBR,2019,99.795,,
CR.1,GRC,2006,97.91499999999999,,
CR.1,GRC,2007,98.04,,
CR.1,GRC,2008,98.44500000000001,,
CR.1,GRC,2009,98.245,,
CR.1,GRC,2010,98.11,,
CR.1,GRC,2011,98.205,,
CR.1,GRC,2012,98.42999999999999,,
CR.1,GRC,2013,98.335,,
CR.1,GRC,2014,98.6,,
CR.1,GRC,2015,98.905,,
CR.1,GRC,2016,99.27,,
CR.1,GRC,2017,98.78,,
CR.1,GRC,2018,99.175,,
CR.1,GRC,2019,99.26,,
CR.1,GRC,2020,99.47,,
CR.1,GRC,2021,99.06,,
CR.1,HRV,2006,99.36,,
CR.1,HRV,2007,99.565,,
CR.1,HRV,2008,99.275,,
CR.1,HRV,2009,99.46000000000001,,
CR.1,HRV,2010,98.85000000000001,,
CR.1,HRV,2011,99.31,,
CR.1,HRV,2012,99.735,,
CR.1,HRV,2013,99.485,,
CR.1,HRV,2014,99.42999999999999,,
CR.1,HRV,2015,99.38,,
CR.1,HRV,2016,99.385,,
CR.1,HRV,2017,99.505,,
CR.1,HRV,2018,99.52,,
CR.1,HRV,2019,99.3,,
CR.1,HRV,2020,99.175,,
CR.1,HRV,2021,99.785,,
CR.1,HUN,2006,98.925,,
CR.1,HUN,2007,99.26,,
CR.1,HUN,2008,99.075,,
CR.1,HUN,2009,99.27,,
CR.1,HUN,2010,99.275,,
CR.1,HUN,2011,99.205,,
CR.1,HUN,2012,99.42999999999999,,
CR.1,HUN,2013,99.325,,
CR.1,HUN,2014,99.44,,
CR.1,HUN,2015,99.435,,
CR.1,HUN,2016,99.445,,
CR.1,HUN,2017,99.295,,
CR.1,HUN,2018,99.235,,
CR.1,HUN,2019,99.02,,
CR.1,HUN,2020,99.205,,
CR.1,HUN,2021,99.205,,
CR.1,ITA,2006,99.32,,
CR.1,ITA,2007,99.36,,
CR.1,ITA,2008,99.24,,
CR.1,ITA,2009,99.345,,
CR.1,ITA,2010,99.29,,
CR.1,ITA,2011,99.45,,
CR.1,ITA,2012,99.29,,
CR.1,ITA,2013,99.47500000000001,,
CR.1,ITA,2014,99.36500000000001,,
CR.1,ITA,2015,99.325,,
CR.1,ITA,2016,99.48,,
CR.1,ITA,2017,99.53999999999999,,
CR.1,ITA,2018,99.505,,
CR.1,ITA,2019,99.6,,
CR.1,ITA,2020,99.64,,
CR.1,ITA,2021,99.69,,
CR.1,LTU,2006,98.92,,
CR.1,LTU,2007,99.4,,
CR.1,LTU,2008,99.395,,
CR.1,LTU,2009,99.52,,
CR.1,LTU,2010,99.33999999999999,,
CR.1,LTU,2011,99.535,,
CR.1,LTU,2012,99.505,,
CR.1,LTU,2013,99.14,,
CR.1,LTU,2014,99.22999999999999,,
CR.1,LTU,2015,99.39,,
CR.1,LTU,2016,99.125,,
CR.1,LTU,2017,99.235,,
CR.1,LTU,2018,99.535,,
CR.1,LTU,2019,99.53,,
CR.1,LTU,2020,99.4,,
CR.1,LTU,2021,99.54499999999999,,
CR.1,LUX,2006,97.61999999999999,,
CR.1,LUX,2009,98.22,,
CR.1,LUX,2021,98.26,,
CR.1,LVA,2006,99.385,,
CR.1,LVA,2007,98.995,,
CR.1,LVA,2008,98.43499999999999,,
CR.1,LVA,2009,98.91,,
CR.1,LVA,2010,98.855,,
CR.1,LVA,2011,99.3,,
CR.1,LVA,2012,98.985,,
CR.1,LVA,2013,99.395,,
CR.1,LVA,2014,98.855,,
CR.1,LVA,2015,99.33999999999999,,
CR.1,LVA,2016,99.61,,
CR.1,LVA,2017,99.91499999999999,,
CR.1,LVA,2018,99.265,,
CR.1,LVA,2019,99.485,,
CR.1,LVA,2020,99.53,,
CR.1,LVA,2021,99.71,,
CR.1,MDA,2000,98.99,,
CR.1,MDA,2005,98.15338897705078,,
CR.1,MDA,2012,99.0895004272461,,
CR.1,MKD,2005,97.06,,
CR.1,MKD,2011,99.59779357910156,,
CR.1,MKD,2018,98.28050231933594,,
CR.1,MNE,2005,98.25,,
CR.1,MNE,2013,99.9036865234375,,
CR.1,MNE,2018,96.52870178222656,,
CR.1,NOR,2006,99.96000000000001,,
CR.1,NOR,2007,99.95,,
CR.1,NOR,2008,100,,
CR.1,NOR,2009,100,,
CR.1,NOR,2010,100,,
CR.1,NOR,2011,100,,
CR.1,NOR,2012,99.945,,
CR.1,NOR,2013,100,,
CR.1,NOR,2014,99.37,,
CR.1,NOR,2015,99.235,,
CR.1,NOR,2016,99.75500000000001,,
CR.1,NOR,2017,99.035,,
CR.1,NOR,2018,99.58,,
CR.1,NOR,2019,99.515,,
CR.1,NOR,2020,99.61,,
CR.1,NOR,2021,100,,
CR.1,POL,2006,98.44000000000001,,
CR.1,POL,2007,99.08,,
CR.1,POL,2008,99.245,,
CR.1,POL,2009,99.13499999999999,,
CR.1,POL,2010,99.13499999999999,,
CR.1,POL,2011,99.185,,
CR.1,POL,2012,99.16,,
CR.1,POL,2013,99.02,,
CR.1,POL,2014,99.065,,
CR.1,POL,2015,99.195,,
CR.1,POL,2016,99.295,,
CR.1,POL,2017,99.5,,
CR.1,POL,2018,99.27,,
CR.1,POL,2019,99.235,,
CR.1,POL,2020,98.085,,
CR.1,PRT,2019,98.11999999999999,,
CR.1,PRT,2020,98.225,,
CR.1,PRT,2021,99.325,,
CR.1,ROU,2006,97.78,,
CR.1,ROU,2007,97.77,,
CR.1,ROU,2008,97.80499999999999,,
CR.1,ROU,2009,98.095,,
CR.1,ROU,2010,97.905,,
CR.1,ROU,2011,97.975,,
CR.1,ROU,2012,98.22999999999999,,
CR.1,ROU,2013,98.455,,
CR.1,ROU,2014,98.475,,
CR.1,ROU,2015,98.09,,
CR.1,ROU,2016,98.13499999999999,,
CR.1,ROU,2017,97.94500000000001,,
CR.1,ROU,2018,98.24000000000001,,
CR.1,ROU,2019,98.385,,
CR.1,ROU,2020,98.19,,
CR.1,ROU,2021,98.06,,
CR.1,RUS,2013,99.81,,
CR.1,RUS,2018,100,,
CR.1,RUS,2019,100,,
CR.1,RUS,2020,99.59,,
CR.1,RUS,2021,99.79,,
CR.1,RUS,2022,99.76,,
CR.1,SRB,2005,99.03999999999999,,
CR.1,SRB,2011,99.95172119140625,,
CR.1,SRB,2014,99.30680084228516,,
CR.1,SRB,2019,99.50064849853516,,
CR.1,SVN,2006,99.58,,
CR.1,SVN,2007,99.595,,
CR.1,SVN,2008,99.44,,
CR.1,SVN,2009,99.51,,
CR.1,SVN,2010,99.325,,
CR.1,SVN,2011,99.215,,
CR.1,SVN,2012,99.075,,
CR.1,SVN,2013,99.49,,
CR.1,SVN,2014,99.75,,
CR.1,SVN,2015,99.785,,
CR.1,SVN,2016,99.695,,
CR.1,SVN,2017,99.615,,
CR.1,SVN,2018,99.485,,
CR.1,SVN,2019,99.375,,
CR.1,SVN,2020,99.67,,
CR.1,SVN,2021,99.665,,
CR.1,SWE,2006,99.875,,
CR.1,SWE,2007,99.80499999999999,,
CR.1,SWE,2008,99.875,,
CR.1,SWE,2009,99.88,,
CR.1,SWE,2010,99.675,,
CR.1,SWE,2011,99.57000000000001,,
CR.1,SWE,2012,99.595,,
CR.1,SWE,2013,99.37,,
CR.1,SWE,2014,99.03,,
CR.1,SWE,2015,98.94500000000001,,
CR.1,SWE,2016,98.75500000000001,,
CR.1,SWE,2017,98.98,,
CR.1,SWE,2018,98.705,,
CR.1,SWE,2019,98.42999999999999,,
CR.1,SWE,2020,98.63,,
CR.1,SWE,2021,99.395,,
CR.1,UKR,2005,99.44,,
CR.1,UKR,2007,99.74104309082031,,
CR.1,UKR,2013,99.58049011230469,,
